,Words,Upanishad_Counts
1679,leadeth,0
1680,hailstones,0
1681,musical,1
1682,commanded,2
1683,counsellor,0
1684,husbandry,0
1685,delusions,0
1686,endeavoureth,0
1687,bottom,0
1688,laments,0
1689,deceitfully,0
1690,enlarge,0
1691,varied,1
1692,pungent,0
1693,increased,0
1694,avowedly,0
1695,plague,0
1696,contempt,0
1697,meetest,0
1698,actually,1
1699,longest,1
1700,gymnastics,1
1701,besought,0
1702,mind,71
1703,declareth,0
1704,working,0
1705,causing,0
1706,festivals,0
1707,peoples,0
1708,sieve,0
1709,positive,0
1710,uma,2
1711,principle,1
1712,training,0
1713,shraddha,3
1714,break,0
1715,beyond,36
1716,nonessential,1
1717,sojournment,0
1718,sir,0
1719,morass,0
1720,consumeth,0
1721,orpiment,0
1722,magicians,0
1723,duration,1
1724,infallibly,0
1725,dhammadinna,0
1726,compared,0
1727,patriarchs,0
1728,receivers,0
1729,smiled,0
1730,lowness,0
1731,conversation,0
1732,gems,0
1733,desirable,0
1734,miracles,0
1735,wiser,1
1736,levitation,0
1737,willeth,0
1738,originator,0
1739,us,6
1740,competition,1
1741,evenly,0
1742,tender,1
1743,accurate,0
1744,touches,0
1745,as,0
1746,signification,0
1747,literally,1
1748,exceeding,0
1749,seemly,0
1750,natures,0
1751,physically,0
1752,blesseth,0
1753,subtle,17
1754,rash,0
1755,unwillingly,0
1756,arguments,0
1757,religions,1
1758,manhood,0
1759,riseth,0
1760,suggesting,0
1761,reverence,1
1762,unfabricated,0
1763,rabsaces,0
1764,pressed,0
1765,afford,0
1766,feels,2
1767,sticks,2
1768,facts,0
1769,restoring,0
1770,fly,0
1771,jeremias,0
1772,astonishment,0
1773,emerson,0
1774,salty,0
1775,example,0
1776,unsurpassed,0
1777,sesame,0
1778,pleura,0
1779,entrails,0
1780,ordinary,6
1781,footmen,0
1782,earsphere,0
1783,concussion,0
1784,universe,8
1785,eagerly,0
1786,thanksgiving,0
1787,foremost,0
1788,majestic,0
1789,time,7
1790,thoroughbreds,0
1791,wholehearted,1
1792,binder,0
1793,sympathy,0
1794,pineal,0
1795,fullness,0
1796,expressed,1
1797,dressed,0
1798,hideth,0
1799,approved,0
1800,crossing,0
1801,kill,1
1802,changed,0
1803,earthy,0
1804,entanglement,0
1805,lieth,0
1806,geese,0
1807,flaming,0
1808,fever,0
1809,represented,1
1810,inhabited,0
1811,soundless,1
1812,vexation,0
1813,illuminated,0
1814,screen,0
1815,penetrating,0
1816,permutations,0
1817,hopeless,0
1818,replies,1
1819,originating,0
1820,author,0
1821,scribe,0
1822,liberate,1
1823,preoccupied,0
1824,skilled,0
1825,required,2
1826,wrangle,0
1827,agelong,0
1828,protect,1
1829,bodysphere,0
1830,snout,0
1831,ruins,0
1832,thig,0
1833,profane,0
1834,internal,0
1835,teeth,0
1836,virginity,0
1837,approach,3
1838,whatever,7
1839,jealous,0
1840,next,3
1841,earnestness,1
1842,loves,0
1843,custom,0
1844,elegant,0
1845,leadest,0
1846,worldmind,0
1847,boasters,0
1848,gulf,0
1849,abandoned,0
1850,nosecontact,0
1851,wakeful,2
1852,habitation,0
1853,sustenance,0
1854,clumsy,0
1855,published,0
1856,covert,0
1857,elbow,0
1858,rational,0
1859,remembering,0
1860,rules,1
1861,bare,0
1862,reconciles,0
1863,wrapped,0
1864,fresh,0
1865,smeared,0
1866,storeys,0
1867,grudge,0
1868,feudal,0
1869,din,0
1870,allseeing,3
1871,logos,1
1872,pretendeth,0
1873,dumb,0
1874,moral,0
1875,furnish,0
1876,talebearer,0
1877,occasions,0
1878,young,1
1879,wornout,1
1880,gloomy,0
1881,ignominy,0
1882,assyrians,0
1883,haste,0
1884,useth,0
1885,fountain,0
1886,turn,1
1887,verbal,0
1888,rod,0
1889,moods,0
1890,done,1
1891,orator,0
1892,invite,0
1893,confidently,0
1894,hay,0
1895,resort,0
1896,violence,0
1897,ransom,0
1898,hissing,0
1899,aspirations,0
1900,discern,0
1901,pursuing,0
1902,operations,0
1903,lengthened,0
1904,sorts,0
1905,sole,1
1906,feeble,0
1907,oer,0
1908,excel,1
1909,insect,0
1910,beset,0
1911,eaten,1
1912,drunkenness,0
1913,favourable,0
1914,opposed,0
1915,al,0
1916,down,0
1917,traveller,2
1918,fifth,1
1919,laying,0
1920,delay,0
1921,removal,0
1922,disease,1
1923,discourse,0
1924,shortly,0
1925,please,0
1926,completed,0
1927,leaning,0
1928,worms,0
1929,parent,0
1930,knowledgeable,0
1931,sought,4
1932,progress,0
1933,arisen,0
1934,tribute,0
1935,liver,0
1936,dress,0
1937,private,0
1938,wells,0
1939,choke,0
1940,overlook,0
1941,semitic,1
1942,fame,2
1943,studied,0
1944,lead,4
1945,healing,0
1946,bellys,0
1947,liveth,0
1948,key,0
1949,intellectual,8
1950,left,0
1951,race,0
1952,tyrant,0
1953,jerk,0
1954,storehouses,0
1955,fixing,0
1956,fabrications,0
1957,province,0
1958,keepers,0
1959,disputes,0
1960,remembereth,0
1961,transformed,0
1962,quiet,0
1963,concomitants,0
1964,based,5
1965,mistake,1
1966,admired,0
1967,jhana,0
1968,designed,0
1969,foldeth,0
1970,extrication,0
1971,thwart,0
1972,agingaging,0
1973,satisfy,0
1974,repenting,0
1975,possible,5
1976,cast,2
1977,forlorn,0
1978,letting,0
1979,ignores,1
1980,fuller,0
1981,temptations,1
1982,correlative,0
1983,wash,1
1984,chambers,0
1985,runneth,0
1986,acquit,0
1987,finding,0
1988,silversmiths,0
1989,group,0
1990,inspireth,0
1991,cautious,0
1992,foetus,1
1993,living,13
1994,shall,10
1995,event,0
1996,perversion,0
1997,burneth,0
1998,sad,0
1999,rapid,0
2000,attemper,0
2001,knotted,0
2002,obvious,0
2003,conquer,1
2004,carries,1
2005,occurred,0
2006,bone,0
2007,treacherous,0
2008,stretched,0
2009,trusteth,0
2010,influences,0
2011,sandy,0
2012,cease,4
2013,gains,3
2014,declaration,0
2015,sinking,0
2016,receiveth,0
2017,tormented,0
2018,pits,0
2019,hydrogen,0
2020,closing,1
2021,remitted,0
2022,regarding,9
2023,hunting,0
2024,restrained,1
2025,downfall,0
2026,girded,0
2027,apt,0
2028,flame,1
2029,elect,0
2030,lovable,1
2031,senses,39
2032,longing,1
2033,wailing,0
2034,seeing,4
2035,thyself,1
2036,wets,0
2037,gravity,0
2038,helpless,0
2039,persistence,1
2040,justices,0
2041,ignorance,10
2042,sheep,0
2043,gratification,0
2044,talkative,0
2045,storms,0
2046,infatuation,0
2047,potential,0
2048,flood,0
2049,tithes,0
2050,firesacrifices,1
2051,prediction,0
2052,redemption,0
2053,phlegm,0
2054,iron,0
2055,celibate,0
2056,belonging,0
2057,murdering,0
2058,ears,1
2059,shaken,0
2060,existence,11
2061,pulleth,0
2062,marries,0
2063,rejected,1
2064,excels,1
2065,karma,4
2066,nurse,0
2067,lucid,0
2068,hundredfold,0
2069,wrong,2
2070,personalities,0
2071,classes,0
2072,wheat,0
2073,regardeth,0
2074,directions,2
2075,minutes,0
2076,share,0
2077,amid,0
2078,pulled,0
2079,eyesalve,0
2080,denial,0
2081,laborious,0
2082,solidest,0
2083,picked,0
2084,unconquerable,0
2085,enticeth,0
2086,adulterers,0
2087,discoveries,0
2088,keenly,0
2089,vishnu,2
2090,permits,0
2091,selfhood,0
2092,husked,0
2093,persons,0
2094,withhold,0
2095,cherished,0
2096,evil,1
2097,springwater,0
2098,prudent,0
2099,indra,9
2100,putteth,0
2101,conceive,0
2102,principles,0
2103,heed,0
2104,obscurity,0
2105,impetus,0
2106,awake,3
2107,envious,0
2108,articulation,1
2109,continence,1
2110,multiplication,0
2111,proud,0
2112,perfumes,0
2113,regulation,0
2114,dropping,0
2115,grieves,4
2116,import,0
2117,stored,0
2118,cainibid,0
2119,clingingaggregate,0
2120,deemed,0
2121,entering,0
2122,fixed,2
2123,meekness,0
2124,judged,0
2125,taken,2
2126,tried,2
2127,shortened,0
2128,dwells,16
2129,murderous,0
2130,spreadeth,0
2131,forces,5
2132,spleen,0
2133,synthesis,0
2134,traces,0
2135,parables,1
2136,robbed,0
2137,benefited,0
2138,momentum,0
2139,mollifying,0
2140,fault,0
2141,hate,1
2142,favour,0
2143,undefined,0
2144,maketh,0
2145,portrait,0
2146,tigris,0
2147,unveil,0
2148,subdue,1
2149,hard,0
2150,refraineth,0
2151,con,0
2152,station,0
2153,suffer,0
2154,fervent,0
2155,prototypes,0
2156,passional,0
2157,analogies,1
2158,compliance,0
2159,became,2
2160,scars,0
2161,immoderate,0
2162,eye,17
2163,comes,8
2164,fettered,0
2165,sodden,0
2166,godly,0
2167,memorial,0
2168,appearing,0
2169,contest,0
2170,senseperception,4
2171,vital,2
2172,whip,0
2173,worn,0
2174,scarcely,0
2175,naturepowers,0
2176,dispute,0
2177,chasten,0
2178,perfectly,0
2179,neglect,1
2180,union,6
2181,never,15
2182,sadness,0
2183,marry,0
2184,stranger,0
2185,lurks,0
2186,infinitude,1
2187,females,0
2188,driveth,0
2189,powers,1
2190,unjustly,0
2191,fearing,0
2192,review,0
2193,therefore,32
2194,agitated,0
2195,infinity,0
2196,roses,0
2197,iv,0
2198,continual,0
2199,killeth,0
2200,outcome,1
2201,desolate,0
2202,includes,0
2203,vibrates,1
2204,atmosphere,0
2205,reaches,3
2206,comforting,0
2207,prize,0
2208,weapon,0
2209,carpenter,0
2210,dexterity,0
2211,contact,1
2212,statues,0
2213,offendeth,0
2214,heaped,0
2215,oxygenation,0
2216,unskillful,0
2217,attaches,0
2218,wipe,0
2219,absolute,6
2220,poison,0
2221,artist,0
2222,foundations,0
2223,reproachfully,0
2224,ruleth,0
2225,dust,0
2226,letteth,0
2227,recognized,0
2228,physics,0
2229,makest,0
2230,misplaced,0
2231,draws,2
2232,vanishes,1
2233,strife,0
2234,acquired,3
2235,burnt,0
2236,strike,0
2237,factor,0
2238,dynamic,0
2239,gets,0
2240,keenness,1
2241,initiated,0
2242,calmly,0
2243,invoke,1
2244,salute,0
2245,act,2
2246,intimations,0
2247,folly,0
2248,gratifying,0
2249,plougheth,0
2250,acquisitions,0
2251,relation,2
2252,disgrace,0
2253,returns,0
2254,soon,1
2255,roughly,0
2256,eyelids,0
2257,camest,0
2258,supplies,0
2259,expectation,0
2260,coals,0
2261,picking,0
2262,wondereth,0
2263,contribute,0
2264,sovereign,0
2265,smelling,2
2266,ideas,0
2267,ephraim,0
2268,pestilent,0
2269,favours,0
2270,wasps,0
2271,putting,0
2272,worm,0
2273,sensible,0
2274,terms,0
2275,governing,0
2276,trammels,0
2277,confident,0
2278,catcheth,0
2279,knowest,2
2280,intuition,0
2281,upon,8
2282,final,2
2283,ponder,0
2284,refuseth,0
2285,circle,1
2286,upheld,0
2287,leaf,0
2288,feeling,0
2289,hardest,0
2290,care,1
2291,bitings,0
2292,locust,0
2293,likely,0
2294,unrealized,0
2295,elation,0
2296,gay,0
2297,cursed,0
2298,violently,0
2299,forgot,0
2300,resolution,2
2301,gallery,0
2302,inadequate,1
2303,checks,0
2304,fading,0
2305,judgment,0
2306,muscle,1
2307,hearers,0
2308,orderest,0
2309,twosided,0
2310,blade,2
2311,jar,0
2312,messengers,0
2313,aloes,0
2314,upwardlife,0
2315,weights,0
2316,glories,0
2317,formname,0
2318,totally,0
2319,falls,2
2320,alertness,0
2321,admonishest,0
2322,satiety,0
2323,fetters,2
2324,crows,0
2325,views,0
2326,supersensuous,4
2327,hardeneth,0
2328,slave,1
2329,tunes,0
2330,boldness,0
2331,cleansing,0
2332,lover,0
2333,ascent,0
2334,ashamed,0
2335,welltrained,0
2336,sentenced,0
2337,symbolized,0
2338,cometh,0
2339,moses,0
2340,extensively,0
2341,atomic,1
2342,distract,0
2343,governments,0
2344,come,4
2345,singing,0
2346,instruments,2
2347,individuals,0
2348,midst,0
2349,unknowledgeable,0
2350,moment,1
2351,boasteth,0
2352,health,0
2353,divining,0
2354,worthless,1
2355,reckoner,0
2356,poised,0
2357,departing,2
2358,eyesphere,0
2359,drop,1
2360,observes,0
2361,weed,0
2362,glamour,1
2363,peaceable,0
2364,ephod,0
2365,amount,2
2366,tongue,0
2367,indicates,2
2368,terrible,0
2369,fortitude,0
2370,slight,0
2371,away,14
2372,result,1
2373,singeth,0
2374,pride,1
2375,delicacies,0
2376,loving,0
2377,unison,1
2378,beat,0
2379,deem,0
2380,hire,0
2381,anxious,2
2382,zeal,0
2383,discovery,0
2384,sleep,2
2385,drugs,0
2386,incomprehensible,0
2387,trouble,0
2388,comprehension,2
2389,female,0
2390,accuser,0
2391,blends,0
2392,formerly,0
2393,steps,0
2394,anguish,0
2395,framed,0
2396,cross,1
2397,acquire,1
2398,blaze,0
2399,torn,0
2400,murderers,0
2401,righteousness,0
2402,strengthens,0
2403,counting,0
2404,possessions,3
2405,persistently,0
2406,entrusted,0
2407,effects,0
2408,noticed,0
2409,doors,0
2410,bow,0
2411,clap,0
2412,perceiving,1
2413,mocks,0
2414,edge,0
2415,achieves,0
2416,deems,0
2417,stealing,0
2418,interpolated,1
2419,uncover,1
2420,acquaintance,1
2421,doggedly,0
2422,pillars,0
2423,attempt,0
2424,crieth,0
2425,use,0
2426,develops,0
2427,laboureth,0
2428,ointments,0
2429,express,2
2430,homage,0
2431,magnificence,0
2432,permanently,0
2433,flattery,0
2434,unwelcome,0
2435,gandharvas,1
2436,golden,1
2437,favoured,0
2438,selfidentity,0
2439,prefers,1
2440,idea,6
2441,jewels,0
2442,presents,0
2443,go,9
2444,human,4
2445,paints,0
2446,sion,0
2447,within,20
2448,follows,2
2449,innocent,0
2450,relieving,0
2451,doubling,0
2452,large,0
2453,connection,0
2454,roofs,0
2455,plot,0
2456,kosambi,0
2457,bounds,0
2458,punisheth,0
2459,prolonged,0
2460,followeth,0
2461,cheek,0
2462,comet,0
2463,sweeteneth,0
2464,snow,0
2465,arrogance,0
2466,sanction,0
2467,desireless,1
2468,mightier,0
2469,hang,0
2470,inhabitants,0
2471,convert,0
2472,allconsciousness,0
2473,shewest,0
2474,josedec,0
2475,massy,0
2476,permeated,0
2477,tent,0
2478,rulers,0
2479,necessities,0
2480,speechless,0
2481,alter,0
2482,exercise,0
2483,boons,3
2484,enemies,0
2485,aggregate,0
2486,everybody,0
2487,secures,0
2488,inconstant,0
2489,seeth,0
2490,hearty,0
2491,caution,0
2492,eating,0
2493,praised,0
2494,selling,0
2495,singers,0
2496,reading,0
2497,weakens,0
2498,fulfils,1
2499,tested,1
2500,caleb,0
2501,standpoint,0
2502,guards,0
2503,fled,0
2504,entire,0
2505,rigour,0
2506,church,0
2507,unite,1
2508,cognizes,0
2509,receptacles,0
2510,represent,2
2511,flowed,0
2512,deathless,5
2513,sceptres,0
2514,departure,0
2515,scourges,0
2516,evidence,0
2517,reticence,0
2518,infants,0
2519,bark,0
2520,ornamented,0
2521,communicateth,0
2522,purifying,1
2523,want,0
2524,ascending,0
2525,viswajit,2
2526,goad,0
2527,converse,0
2528,attain,5
2529,sedition,0
2530,flits,0
2531,abolished,0
2532,inductive,0
2533,worldly,2
2534,withered,0
2535,drought,0
2536,narrow,0
2537,breathed,0
2538,beget,0
2539,things,16
2540,undeveloped,0
2541,upholding,0
2542,seize,0
2543,contentions,0
2544,track,0
2545,deal,0
2546,vine,0
2547,remiss,0
2548,discriminative,7
2549,wanting,0
2550,generates,0
2551,commencement,0
2552,chest,0
2553,cain,0
2554,eyeconsciousness,0
2555,diversities,0
2556,line,1
2557,principal,0
2558,inert,0
2559,enlightened,1
2560,saveth,0
2561,admirable,0
2562,afraid,1
2563,sight,4
2564,overcome,0
2565,kidney,0
2566,types,0
2567,knowable,0
2568,strengthened,0
2569,aids,0
2570,humbly,0
2571,represents,1
2572,concealed,0
2573,approacheth,0
2574,inaccurate,0
2575,widely,0
2576,shameth,0
2577,brood,0
2578,despoil,0
2579,compassionate,0
2580,enfold,0
2581,pierce,0
2582,offend,0
2583,unity,0
2584,dishonoureth,0
2585,colt,0
2586,onepointed,1
2587,nerveless,0
2588,bellows,0
2589,push,0
2590,tribes,0
2591,pervaded,0
2592,carrieth,0
2593,purposes,0
2594,selfcomprehension,0
2595,declares,0
2596,driving,0
2597,abomination,0
2598,forbear,0
2599,anticipates,0
2600,counteract,0
2601,waste,1
2602,disobedience,0
2603,vedic,4
2604,spill,0
2605,decrepitude,0
2606,idleness,0
2607,knock,0
2608,slack,0
2609,fable,0
2610,supporteth,0
2611,fool,0
2612,benefiting,0
2613,greatly,0
2614,allureth,0
2615,demanding,0
2616,resides,4
2617,indifferent,0
2618,deplorable,0
2619,discernibility,0
2620,josue,0
2621,crowded,0
2622,women,0
2623,attainment,1
2624,retaliation,0
2625,unfoldment,1
2626,eatest,0
2627,reveal,2
2628,vigorous,0
2629,show,3
2630,vanished,1
2631,age,3
2632,rivers,0
2633,maiden,0
2634,phison,0
2635,surprised,0
2636,discovereth,0
2637,recital,0
2638,used,4
2639,require,0
2640,destroy,0
2641,gatherer,0
2642,worthily,0
2643,claws,0
2644,restricted,0
2645,denied,0
2646,sickness,0
2647,meanness,0
2648,luxurious,0
2649,actuates,1
2650,errors,0
2651,wants,0
2652,luminiferous,0
2653,led,3
2654,redness,0
2655,mindimages,0
2656,assumes,1
2657,take,3
2658,avail,0
2659,rewarded,0
2660,circumspection,0
2661,colouring,0
2662,immaculate,0
2663,pervading,1
2664,hurteth,0
2665,eternity,0
2666,function,0
2667,dashed,1
2668,properties,0
2669,etheric,0
2670,provoke,0
2671,emotional,0
2672,hurt,0
2673,amiss,0
2674,abilities,0
2675,prepared,0
2676,intimate,0
2677,alienation,0
2678,soundness,0
2679,reproveth,0
2680,symbol,2
2681,repetitions,1
2682,abiron,0
2683,archangels,0
2684,shun,0
2685,cold,1
2686,whithersoever,0
2687,useless,2
2688,executeth,0
2689,scope,0
2690,chance,0
2691,sweeten,0
2692,refrain,0
2693,adversity,0
2694,source,6
2695,tiptoes,0
2696,humane,0
2697,watched,0
2698,tasteless,1
2699,deprive,0
2700,hourly,0
2701,phenomenal,3
2702,fulfills,1
2703,court,0
2704,wherewith,0
2705,prolong,0
2706,bounded,0
2707,asserting,0
2708,subsist,0
2709,aroused,0
2710,delightful,0
2711,chariot,3
2712,perceptions,1
2713,confused,0
2714,lengthening,0
2715,undergo,0
2716,rebuked,0
2717,shakespeare,0
2718,discrepancy,0
2719,possesses,1
2720,comprehending,0
2721,paid,0
2722,noting,0
2723,lightning,2
2724,scattered,0
2725,whomsoever,0
2726,comprehend,2
2727,tills,0
2728,always,11
2729,mountain,1
2730,affair,0
2731,oppress,0
2732,could,6
2733,persist,0
2734,partition,0
2735,incense,0
2736,shapes,1
2737,disintegrate,0
2738,imperceptible,3
2739,affected,2
2740,need,0
2741,sanctuary,0
2742,philosophers,0
2743,lifted,0
2744,heart,31
2745,speakest,0
2746,manner,0
2747,pebbles,0
2748,lightness,0
2749,buildings,0
2750,using,1
2751,intuitively,0
2752,foregoing,0
2753,best,2
2754,brawling,0
2755,powerful,0
2756,near,3
2757,relating,0
2758,judgments,0
2759,misses,2
2760,wandering,0
2761,behest,0
2762,trying,0
2763,happen,0
2764,seeketh,0
2765,abides,2
2766,guideth,0
2767,lies,0
2768,gladness,0
2769,mortar,0
2770,effectual,0
2771,transcendental,1
2772,summit,1
2773,front,0
2774,disjoined,0
2775,breastplate,0
2776,teaching,7
2777,swam,0
2778,vibrating,0
2779,allembracing,1
2780,naturally,1
2781,huge,0
2782,partiality,0
2783,detached,1
2784,finely,0
2785,molested,0
2786,tendency,0
2787,presentment,0
2788,transgresseth,0
2789,basis,5
2790,representing,0
2791,grouping,0
2792,flimsy,0
2793,select,0
2794,opprobrious,0
2795,handmaid,0
2796,senseobjects,3
2797,tips,0
2798,holds,1
2799,josedech,0
2800,former,0
2801,hills,0
2802,penance,0
2803,cured,0
2804,bought,0
2805,likened,4
2806,bear,0
2807,deliverest,0
2808,spareth,0
2809,fabricated,0
2810,sankaracharya,1
2811,attributeth,0
2812,yieldeth,0
2813,transcend,3
2814,guerdon,0
2815,vices,0
2816,valley,0
2817,opening,4
2818,involves,0
2819,owner,0
2820,testify,0
2821,permanent,4
2822,cords,0
2823,mark,0
2824,distinguishing,1
2825,though,14
2826,waxing,1
2827,enchantments,0
2828,tasting,1
2829,regulated,0
2830,counsels,0
2831,ven,0
2832,prana,6
2833,divined,0
2834,carving,0
2835,joined,1
2836,normal,0
2837,truth,25
2838,stallion,0
2839,fainting,0
2840,image,1
2841,museth,0
2842,hand,0
2843,loveth,0
2844,breaketh,0
2845,fruition,0
2846,bases,0
2847,perception,9
2848,constitution,0
2849,discard,0
2850,street,0
2851,rays,2
2852,immediately,0
2853,developments,0
2854,manna,0
2855,justly,0
2856,overcame,0
2857,rent,0
2858,greediness,0
2859,softeneth,0
2860,mock,0
2861,towards,10
2862,tree,4
2863,ie,0
2864,profited,0
2865,outset,0
2866,supplication,0
2867,nails,0
2868,lines,0
2869,poureth,0
2870,flavour,0
2871,neighbouring,0
2872,intention,0
2873,contemplated,0
2874,senseless,0
2875,suppose,0
2876,engraved,0
2877,weareth,0
2878,wickedness,0
2879,drowsiness,0
2880,elements,3
2881,struck,0
2882,smoke,2
2883,activates,0
2884,souls,1
2885,despise,0
2886,straw,2
2887,gratified,0
2888,worketh,0
2889,fornicator,0
2890,pervert,0
2891,deceit,0
2892,accepted,1
2893,lent,0
2894,venison,0
2895,perverted,0
2896,faithfully,0
2897,sincerity,1
2898,pull,0
2899,understandeth,0
2900,discriminate,1
2901,libertine,0
2902,helps,0
2903,addressed,0
2904,inference,0
2905,furnace,0
2906,torment,0
2907,convinces,1
2908,prison,0
2909,divided,0
2910,highest,18
2911,daughters,0
2912,goest,0
2913,thy,15
2914,watcheth,0
2915,planetary,0
2916,sack,0
2917,unbroken,0
2918,fineness,0
2919,constant,5
2920,finishing,0
2921,host,0
2922,tomorrow,1
2923,concealeth,0
2924,recover,0
2925,handed,0
2926,culmination,0
2927,transcendent,1
2928,enters,5
2929,pry,0
2930,creditor,0
2931,labourest,0
2932,reproach,0
2933,fluid,0
2934,deeper,2
2935,notice,0
2936,intemperance,0
2937,elias,0
2938,once,0
2939,prevents,1
2940,blessing,2
2941,avoid,0
2942,katha,0
2943,trainer,0
2944,pales,0
2945,portion,1
2946,lived,1
2947,knife,0
2948,view,1
2949,outgoing,7
2950,prescribed,3
2951,existing,0
2952,scatters,1
2953,pus,0
2954,often,4
2955,impelled,2
2956,increasing,0
2957,chastisement,0
2958,humbling,0
2959,beneficent,0
2960,hasten,0
2961,ii,0
2962,childishness,0
2963,familiar,0
2964,sufficient,0
2965,sighed,0
2966,selfrespect,0
2967,hope,2
2968,suspicion,0
2969,beauty,1
2970,faults,0
2971,husband,0
2972,scenes,0
2973,deadness,0
2974,offences,0
2975,quenched,1
2976,admiring,0
2977,controlled,3
2978,distances,0
2979,grapes,0
2980,addeth,0
2981,realm,16
2982,wallow,0
2983,lawgivers,0
2984,mercy,1
2985,opposite,1
2986,digested,0
2987,arrived,0
2988,stated,0
2989,jarring,0
2990,destitute,0
2991,beholdeth,0
2992,butcher,0
2993,soaring,0
2994,strikes,0
2995,intelligent,3
2996,happily,0
2997,seth,0
2998,superiority,0
2999,whirlwind,0
3000,inconstancy,0
3001,births,0
3002,material,2
3003,frameth,0
3004,managing,0
3005,thoroughbred,0
3006,slippery,0
3007,delivereth,0
3008,contemneth,0
3009,altogether,0
3010,mourning,0
3011,hairs,0
3012,ungodly,0
3013,striveth,0
3014,active,2
3015,exact,0
3016,slipping,0
3017,horrible,0
3018,conform,0
3019,singular,0
3020,parts,0
3021,realizing,5
3022,green,0
3023,whose,18
3024,rare,0
3025,candlestick,0
3026,along,0
3027,theology,1
3028,moon,1
3029,sanskrit,1
3030,leisure,0
3031,lofty,0
3032,lessened,0
3033,driven,0
3034,wraith,0
3035,signet,0
3036,sheddeth,0
3037,gentleness,0
3038,worthier,1
3039,deludes,1
3040,tao,0
3041,give,17
3042,odour,0
3043,walk,0
3044,noviceship,0
3045,sees,15
3046,trains,0
3047,colleagues,0
3048,cultivation,0
3049,compassed,0
3050,treatise,0
3051,applies,0
3052,lightly,0
3053,attachment,0
3054,precious,1
3055,flattereth,0
3056,cursing,0
3057,free,7
3058,loss,1
3059,ask,8
3060,cow,0
3061,glorious,1
3062,resemblance,0
3063,revolutions,0
3064,bodily,3
3065,emerged,0
3066,coming,1
3067,unprovoked,0
3068,mingled,0
3069,knowledge,51
3070,enclosed,0
3071,wrapt,0
3072,conceit,2
3073,properly,0
3074,engender,0
3075,scorpions,0
3076,touched,1
3077,diminishes,0
3078,preservative,0
3079,spontaneously,0
3080,persecuted,0
3081,slain,5
3082,stretch,0
3083,harvest,0
3084,reasonings,0
3085,already,1
3086,ran,3
3087,guilt,0
3088,plato,0
3089,disentangle,0
3090,punished,0
3091,failing,0
3092,prophesy,0
3093,dancer,0
3094,ionic,0
3095,loosen,0
3096,arithmetic,0
3097,perseverance,1
3098,xvixviii,1
3099,interests,0
3100,continueth,0
3101,almsgiving,1
3102,detailed,0
3103,initial,0
3104,meeteth,0
3105,bleed,0
3106,essences,0
3107,terminates,1
3108,emotionsoaked,0
3109,boy,5
3110,allpowerful,1
3111,aside,2
3112,section,0
3113,glueth,0
3114,perceptionhood,0
3115,uncertainty,0
3116,constancy,0
3117,room,0
3118,supersede,0
3119,unspotted,0
3120,vale,0
3121,instances,0
3122,consciousnessconsciousness,0
3123,endowments,0
3124,warring,0
3125,lamentable,0
3126,weighing,1
3127,actors,0
3128,unheralded,0
3129,waves,1
3130,judging,1
3131,openeyed,0
3132,eleazar,0
3133,price,0
3134,accept,1
3135,raisedst,0
3136,finish,0
3137,carriage,0
3138,face,2
3139,essential,0
3140,awaketh,0
3141,stimulating,0
3142,intolerable,0
3143,indication,0
3144,proposed,0
3145,lac,0
3146,collectively,0
3147,projection,0
3148,people,6
3149,saying,3
3150,drinkers,0
3151,sevenfold,0
3152,organization,0
3153,cleansed,2
3154,understand,5
3155,spheres,0
3156,glorify,1
3157,decays,1
3158,overseeing,0
3159,disturbance,0
3160,surge,0
3161,wanted,0
3162,perfection,0
3163,war,0
3164,lowlying,0
3165,uprightness,0
3166,heavens,2
3167,concerning,2
3168,disclosed,0
3169,spear,0
3170,unsearchable,0
3171,arises,0
3172,fabricate,0
3173,adherents,0
3174,inevitably,4
3175,seemed,0
3176,airgod,1
3177,makes,2
3178,incoming,2
3179,aspirant,1
3180,leapeth,0
3181,seen,12
3182,satisfying,0
3183,amongst,0
3184,poverty,0
3185,remembered,0
3186,divination,0
3187,rewarder,0
3188,cases,0
3189,flowers,0
3190,embodied,3
3191,heavenly,2
3192,revenger,0
3193,arising,0
3194,commentaries,0
3195,dwelleth,0
3196,uttered,1
3197,ruling,0
3198,resisteth,0
3199,neitherpleasurenorpain,0
3200,gift,3
3201,charms,0
3202,steady,1
3203,possess,4
3204,confesseth,0
3205,eat,0
3206,particular,1
3207,pain,2
3208,speech,16
3209,comingtobe,0
3210,peculiarly,1
3211,presides,0
3212,dagger,0
3213,climbed,0
3214,calumny,0
3215,enjoyments,3
3216,allimportant,0
3217,dear,1
3218,lodged,0
3219,message,0
3220,knowing,11
3221,band,0
3222,talking,0
3223,yoga,3
3224,economy,0
3225,transfer,0
3226,public,0
3227,horseleech,0
3228,unknowable,2
3229,allpervading,12
3230,akin,0
3231,identical,0
3232,deferred,0
3233,heat,1
3234,flute,0
3235,tonguecontact,0
3236,transcends,3
3237,lords,0
3238,month,0
3239,early,0
3240,escape,0
3241,rugged,0
3242,gave,2
3243,partakes,2
3244,trappings,0
3245,knew,4
3246,cor,0
3247,apostles,0
3248,avarice,0
3249,conveyed,1
3250,immediate,1
3251,degree,0
3252,nervecourses,1
3253,class,0
3254,weary,0
3255,winning,0
3256,delights,0
3257,bodiless,2
3258,there,0
